user,percentage_personalization,response_probability,accuracy,f1
3,0.5,0.5,98.9501312335958,0.9894358254358254
3,0.5,0.8,96.3254593175853,0.962887916849523
3,0.5,0.9,99.21259842519684,0.9920864593142525
3,0.5,1.0,99.21259842519684,0.9920682018461529
3,0.8,0.1,92.38845144356955,0.9215682613190564
3,0.8,0.2,99.73753280839895,0.9973505285783217
3,0.8,0.5,96.58792650918635,0.9650342584698934
3,0.8,0.8,99.73753280839895,0.9973505285783217
3,0.8,0.9,99.73753280839895,0.9973505285783217
3,0.8,1.0,100.0,1.0
3,0.99,0.1,97.3753280839895,0.9735829917673066
3,0.99,0.2,98.4251968503937,0.9841523210437775
3,0.99,0.5,99.4750656167979,0.9946998946998947
3,0.99,0.8,99.73753280839895,0.9973505285783217
3,0.99,0.9,100.0,1.0
3,0.99,1.0,100.0,1.0
4,0.0,0.0,78.77984084880637,0.7240058479532163
4,0.05,0.1,75.59681697612731,0.7058388022461528
4,0.05,0.2,57.55968169761273,0.4669844654469535
4,0.05,0.5,91.51193633952255,0.9108207740481191
4,0.05,0.8,89.12466843501326,0.8852219946162553
4,0.05,0.9,92.04244031830238,0.9139361294357361
4,0.05,1.0,89.65517241379311,0.885243336080989
4,0.1,0.1,83.0238726790451,0.8193940903881609
4,0.1,0.2,79.84084880636605,0.7290422000948317
4,0.1,0.5,92.04244031830238,0.9142673332735779
4,0.1,0.8,93.89920424403184,0.935581207867569
4,0.1,0.9,93.10344827586206,0.9264803127816503
4,0.1,1.0,91.24668435013263,0.9057137510055299
4,0.2,0.1,73.47480106100795,0.6760065290688039
4,0.2,0.2,97.87798408488064,0.9785971406025578
4,0.2,0.5,93.36870026525199,0.9301919358946847
4,0.2,0.8,97.87798408488064,0.9784759061906436
4,0.2,0.9,96.81697612732096,0.9676205680414279
4,0.2,1.0,98.6737400530504,0.9866805699015255
4,0.5,0.1,98.40848806366047,0.9839949531548504
4,0.5,0.2,91.51193633952255,0.9088615323495434
4,0.5,0.5,99.73474801061008,0.9973683071462581
4,0.5,0.8,99.73474801061008,0.9973683071462581
4,0.5,0.9,98.93899204244032,0.9893147297774638
4,0.5,1.0,99.73474801061008,0.9973683071462581
